$`08330000_100`
1  100 2018 08329928         89425 2018               0   100 -106.8703 34.07341
2  100 2014 08329928        139292 2014               0   100 -106.8703 34.07341
3  100 2008 08329928        423798 2008               0   100 -106.8703 34.07341
4  100 2010 08329928        289413 2010               0   100 -106.8703 34.07341
5  100 2004 08329928        174822 2004              29   100 -106.8703 34.07341
6  100 2016 08329928        208223 2016               0   100 -106.8703 34.07341
7  100 2006 08329928        161445 2006               0   100 -106.8703 34.07341
8  100 2017 08329928        374154 2017               0   100 -106.8703 34.07341
9  100 2005 08329928        475937 2005               0   100 -106.8703 34.07341
10 100 2011 08329928        129104 2011               5   100 -106.8703 34.07341
11 100 2009 08329928        308053 2009               0   100 -106.8703 34.07341
12 100 2015 08329928        207819 2015               0   100 -106.8703 34.07341
13 100 2012 08329928        116762 2012              45   100 -106.8703 34.07341
14 100 2007 08329928        222713 2007               0   100 -106.8703 34.07341
15 100 2013 08329928        131459 2013               0   100 -106.8703 34.07341
16 100 2003 08329928         54018 2003               1   100 -106.8703 34.07341
   X08329928
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08330875_100`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  100 2018 08330875       72385.6 2018               0   100 -106.8703 34.07341
2  100 2008 08330875      397893.0 2008               0   100 -106.8703 34.07341
3  100 2013 08330875      115862.7 2013               0   100 -106.8703 34.07341
4  100 2011 08330875      114828.0 2011               5   100 -106.8703 34.07341
5  100 2007 08330875      208110.0 2007               0   100 -106.8703 34.07341
6  100 2014 08330875      113821.0 2014               0   100 -106.8703 34.07341
7  100 2016 08330875      181598.3 2016               0   100 -106.8703 34.07341
8  100 2006 08330875      152044.0 2006               0   100 -106.8703 34.07341
9  100 2010 08330875      272168.0 2010               0   100 -106.8703 34.07341
10 100 2012 08330875      102738.2 2012              45   100 -106.8703 34.07341
11 100 2017 08330875      351498.0 2017               0   100 -106.8703 34.07341
12 100 2009 08330875      287914.0 2009               0   100 -106.8703 34.07341
13 100 2003 08330875       80366.0 2003               1   100 -106.8703 34.07341
14 100 2015 08330875      175244.9 2015               0   100 -106.8703 34.07341
15 100 2005 08330875      467313.0 2005               0   100 -106.8703 34.07341
16 100 2004 08330875      154647.4 2004              29   100 -106.8703 34.07341
   X08330875
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08354900_100`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  100 2012 08354900      47048.94 2012              45   100 -106.8703 34.07341
2  100 2010 08354900     184174.10 2010               0   100 -106.8703 34.07341
3  100 2005 08354900     382542.70 2005               0   100 -106.8703 34.07341
4  100 2011 08354900      40670.61 2011               5   100 -106.8703 34.07341
5  100 2004 08354900     115291.25 2004              29   100 -106.8703 34.07341
6  100 2006 08354900     153568.30 2006               0   100 -106.8703 34.07341
7  100 2008 08354900     339038.00 2008               0   100 -106.8703 34.07341
8  100 2007 08354900     134747.50 2007               0   100 -106.8703 34.07341
9  100 2016 08354900     112538.40 2016               0   100 -106.8703 34.07341
10 100 2013 08354900      83861.22 2013               0   100 -106.8703 34.07341
11 100 2009 08354900     199101.50 2009               0   100 -106.8703 34.07341
12 100 2003 08354900      33853.51 2003               1   100 -106.8703 34.07341
13 100 2015 08354900     135789.00 2015               0   100 -106.8703 34.07341
14 100 2014 08354900      64570.30 2014               0   100 -106.8703 34.07341
15 100 2017 08354900     316638.80 2017               0   100 -106.8703 34.07341
16 100 2018 08354900      20438.40 2018               0   100 -106.8703 34.07341
   X08354900
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08317400_100`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  100 2004 08317400        201497 2004              29   100 -106.8703 34.07341
2  100 2009 08317400        354860 2009               0   100 -106.8703 34.07341
3  100 2007 08317400        243128 2007               0   100 -106.8703 34.07341
4  100 2018 08317400        128067 2018               0   100 -106.8703 34.07341
5  100 2003 08317400        136888 2003               1   100 -106.8703 34.07341
6  100 2011 08317400        179014 2011               5   100 -106.8703 34.07341
7  100 2006 08317400        168749 2006               0   100 -106.8703 34.07341
8  100 2016 08317400        249523 2016               0   100 -106.8703 34.07341
9  100 2012 08317400        174608 2012              45   100 -106.8703 34.07341
10 100 2008 08317400        470969 2008               0   100 -106.8703 34.07341
11 100 2005 08317400        497285 2005               0   100 -106.8703 34.07341
12 100 2015 08317400        238045 2015               0   100 -106.8703 34.07341
13 100 2013 08317400        143879 2013               0   100 -106.8703 34.07341
14 100 2014 08317400        177655 2014               0   100 -106.8703 34.07341
15 100 2010 08317400        317973 2010               0   100 -106.8703 34.07341
16 100 2017 08317400        424791 2017               0   100 -106.8703 34.07341
   X08317400
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08330000_101`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  101 2006 08330000      148159.0 2006               0   101 -106.8688 34.08474
2  101 2014 08330000      124008.0 2014               0   101 -106.8688 34.08474
3  101 2011 08330000      120475.0 2011               2   101 -106.8688 34.08474
4  101 2003 08330000       90746.0 2003               1   101 -106.8688 34.08474
5  101 2018 08330000       82782.8 2018               0   101 -106.8688 34.08474
6  101 2009 08330000      299402.0 2009               0   101 -106.8688 34.08474
7  101 2005 08330000      463504.0 2005               0   101 -106.8688 34.08474
8  101 2016 08330000      193837.0 2016               0   101 -106.8688 34.08474
9  101 2007 08330000      209867.0 2007               0   101 -106.8688 34.08474
10 101 2015 08330000      196660.0 2015               0   101 -106.8688 34.08474
11 101 2012 08330000      107134.0 2012              25   101 -106.8688 34.08474
12 101 2008 08330000      405263.0 2008               0   101 -106.8688 34.08474
13 101 2017 08330000      370638.0 2017               0   101 -106.8688 34.08474
14 101 2004 08330000      161772.0 2004              28   101 -106.8688 34.08474
15 101 2013 08330000      119002.7 2013               0   101 -106.8688 34.08474
16 101 2010 08330000      279791.0 2010               0   101 -106.8688 34.08474
   X08330000
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08313000_101`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  101 2014 08313000        220387 2014               0   101 -106.8688 34.08474
2  101 2016 08313000        283277 2016               0   101 -106.8688 34.08474
3  101 2011 08313000        211338 2011               2   101 -106.8688 34.08474
4  101 2012 08313000        208631 2012              25   101 -106.8688 34.08474
5  101 2003 08313000        176508 2003               1   101 -106.8688 34.08474
6  101 2005 08313000        527681 2005               0   101 -106.8688 34.08474
7  101 2018 08313000        168692 2018               0   101 -106.8688 34.08474
8  101 2017 08313000        456827 2017               0   101 -106.8688 34.08474
9  101 2010 08313000        378102 2010               0   101 -106.8688 34.08474
10 101 2007 08313000        280972 2007               0   101 -106.8688 34.08474
11 101 2008 08313000        482767 2008               0   101 -106.8688 34.08474
12 101 2013 08313000        178249 2013               0   101 -106.8688 34.08474
13 101 2009 08313000        383774 2009               0   101 -106.8688 34.08474
14 101 2015 08313000        279697 2015               0   101 -106.8688 34.08474
15 101 2006 08313000        209728 2006               0   101 -106.8688 34.08474
16 101 2004 08313000        228411 2004              28   101 -106.8688 34.08474
   X08313000
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08319000_101`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  101 2017 08319000        448128 2017               0   101 -106.8688 34.08474
2  101 2006 08319000        200232 2006               0   101 -106.8688 34.08474
3  101 2008 08319000        436009 2008               0   101 -106.8688 34.08474
4  101 2007 08319000        258113 2007               0   101 -106.8688 34.08474
5  101 2016 08319000        270626 2016               0   101 -106.8688 34.08474
6  101 2015 08319000        258376 2015               0   101 -106.8688 34.08474
7  101 2014 08319000        199067 2014               0   101 -106.8688 34.08474
8  101 2013 08319000        170389 2013               0   101 -106.8688 34.08474
9  101 2004 08319000        214643 2004              28   101 -106.8688 34.08474
10 101 2005 08319000        512981 2005               0   101 -106.8688 34.08474
11 101 2012 08319000        189871 2012              25   101 -106.8688 34.08474
12 101 2009 08319000        369936 2009               0   101 -106.8688 34.08474
13 101 2010 08319000        349744 2010               0   101 -106.8688 34.08474
14 101 2003 08319000        153040 2003               1   101 -106.8688 34.08474
15 101 2011 08319000        214493 2011               2   101 -106.8688 34.08474
16 101 2018 08319000        150212 2018               0   101 -106.8688 34.08474
   X08319000
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08329918_101`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  101 2011 08329918        140074 2011               2   101 -106.8688 34.08474
2  101 2008 08329918        422477 2008               0   101 -106.8688 34.08474
3  101 2007 08329918        222841 2007               0   101 -106.8688 34.08474
4  101 2014 08329918        159507 2014               0   101 -106.8688 34.08474
5  101 2012 08329918        131069 2012              25   101 -106.8688 34.08474
6  101 2005 08329918         16316 2005               0   101 -106.8688 34.08474
7  101 2018 08329918        109050 2018               0   101 -106.8688 34.08474
8  101 2016 08329918        232712 2016               0   101 -106.8688 34.08474
9  101 2017 08329918        398897 2017               0   101 -106.8688 34.08474
10 101 2006 08329918        152526 2006               0   101 -106.8688 34.08474
11 101 2010 08329918        299849 2010               0   101 -106.8688 34.08474
12 101 2003 08329918         43635 2003               1   101 -106.8688 34.08474
13 101 2015 08329918        221762 2015               0   101 -106.8688 34.08474
14 101 2009 08329918        307729 2009               0   101 -106.8688 34.08474
15 101 2013 08329918        144196 2013               0   101 -106.8688 34.08474
16 101 2004 08329918        173267 2004              28   101 -106.8688 34.08474
   X08329918
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08329928_101`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  101 2006 08329928        161445 2006               0   101 -106.8688 34.08474
2  101 2008 08329928        423798 2008               0   101 -106.8688 34.08474
3  101 2014 08329928        139292 2014               0   101 -106.8688 34.08474
4  101 2004 08329928        174822 2004              28   101 -106.8688 34.08474
5  101 2003 08329928         54018 2003               1   101 -106.8688 34.08474
6  101 2016 08329928        208223 2016               0   101 -106.8688 34.08474
7  101 2007 08329928        222713 2007               0   101 -106.8688 34.08474
8  101 2018 08329928         89425 2018               0   101 -106.8688 34.08474
9  101 2005 08329928        475937 2005               0   101 -106.8688 34.08474
10 101 2011 08329928        129104 2011               2   101 -106.8688 34.08474
11 101 2009 08329928        308053 2009               0   101 -106.8688 34.08474
12 101 2010 08329928        289413 2010               0   101 -106.8688 34.08474
13 101 2012 08329928        116762 2012              25   101 -106.8688 34.08474
14 101 2017 08329928        374154 2017               0   101 -106.8688 34.08474
15 101 2013 08329928        131459 2013               0   101 -106.8688 34.08474
16 101 2015 08329928        207819 2015               0   101 -106.8688 34.08474
   X08329928
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08330875_101`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  101 2003 08330875       80366.0 2003               1   101 -106.8688 34.08474
2  101 2008 08330875      397893.0 2008               0   101 -106.8688 34.08474
3  101 2011 08330875      114828.0 2011               2   101 -106.8688 34.08474
4  101 2018 08330875       72385.6 2018               0   101 -106.8688 34.08474
5  101 2009 08330875      287914.0 2009               0   101 -106.8688 34.08474
6  101 2006 08330875      152044.0 2006               0   101 -106.8688 34.08474
7  101 2010 08330875      272168.0 2010               0   101 -106.8688 34.08474
8  101 2012 08330875      102738.2 2012              25   101 -106.8688 34.08474
9  101 2016 08330875      181598.3 2016               0   101 -106.8688 34.08474
10 101 2017 08330875      351498.0 2017               0   101 -106.8688 34.08474
11 101 2014 08330875      113821.0 2014               0   101 -106.8688 34.08474
12 101 2015 08330875      175244.9 2015               0   101 -106.8688 34.08474
13 101 2004 08330875      154647.4 2004              28   101 -106.8688 34.08474
14 101 2013 08330875      115862.7 2013               0   101 -106.8688 34.08474
15 101 2007 08330875      208110.0 2007               0   101 -106.8688 34.08474
16 101 2005 08330875      467313.0 2005               0   101 -106.8688 34.08474
   X08330875
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08354900_101`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  101 2004 08354900     115291.25 2004              28   101 -106.8688 34.08474
2  101 2012 08354900      47048.94 2012              25   101 -106.8688 34.08474
3  101 2006 08354900     153568.30 2006               0   101 -106.8688 34.08474
4  101 2003 08354900      33853.51 2003               1   101 -106.8688 34.08474
5  101 2013 08354900      83861.22 2013               0   101 -106.8688 34.08474
6  101 2007 08354900     134747.50 2007               0   101 -106.8688 34.08474
7  101 2005 08354900     382542.70 2005               0   101 -106.8688 34.08474
8  101 2011 08354900      40670.61 2011               2   101 -106.8688 34.08474
9  101 2008 08354900     339038.00 2008               0   101 -106.8688 34.08474
10 101 2017 08354900     316638.80 2017               0   101 -106.8688 34.08474
11 101 2018 08354900      20438.40 2018               0   101 -106.8688 34.08474
12 101 2015 08354900     135789.00 2015               0   101 -106.8688 34.08474
13 101 2009 08354900     199101.50 2009               0   101 -106.8688 34.08474
14 101 2016 08354900     112538.40 2016               0   101 -106.8688 34.08474
15 101 2014 08354900      64570.30 2014               0   101 -106.8688 34.08474
16 101 2010 08354900     184174.10 2010               0   101 -106.8688 34.08474
   X08354900
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08317400_101`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  101 2004 08317400        201497 2004              28   101 -106.8688 34.08474
2  101 2016 08317400        249523 2016               0   101 -106.8688 34.08474
3  101 2012 08317400        174608 2012              25   101 -106.8688 34.08474
4  101 2009 08317400        354860 2009               0   101 -106.8688 34.08474
5  101 2006 08317400        168749 2006               0   101 -106.8688 34.08474
6  101 2007 08317400        243128 2007               0   101 -106.8688 34.08474
7  101 2018 08317400        128067 2018               0   101 -106.8688 34.08474
8  101 2011 08317400        179014 2011               2   101 -106.8688 34.08474
9  101 2003 08317400        136888 2003               1   101 -106.8688 34.08474
10 101 2014 08317400        177655 2014               0   101 -106.8688 34.08474
11 101 2005 08317400        497285 2005               0   101 -106.8688 34.08474
12 101 2015 08317400        238045 2015               0   101 -106.8688 34.08474
13 101 2008 08317400        470969 2008               0   101 -106.8688 34.08474
14 101 2010 08317400        317973 2010               0   101 -106.8688 34.08474
15 101 2013 08317400        143879 2013               0   101 -106.8688 34.08474
16 101 2017 08317400        424791 2017               0   101 -106.8688 34.08474
   X08317400
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08330000_102`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  102 2014 08330000      124008.0 2014               0   102 -106.8771 34.09479
2  102 2006 08330000      148159.0 2006               0   102 -106.8771 34.09479
3  102 2005 08330000      463504.0 2005               0   102 -106.8771 34.09479
4  102 2015 08330000      196660.0 2015               0   102 -106.8771 34.09479
5  102 2018 08330000       82782.8 2018               0   102 -106.8771 34.09479
6  102 2003 08330000       90746.0 2003               1   102 -106.8771 34.09479
7  102 2009 08330000      299402.0 2009               0   102 -106.8771 34.09479
8  102 2011 08330000      120475.0 2011               0   102 -106.8771 34.09479
9  102 2013 08330000      119002.7 2013               0   102 -106.8771 34.09479
10 102 2017 08330000      370638.0 2017               0   102 -106.8771 34.09479
11 102 2008 08330000      405263.0 2008               0   102 -106.8771 34.09479
12 102 2012 08330000      107134.0 2012              21   102 -106.8771 34.09479
13 102 2016 08330000      193837.0 2016               0   102 -106.8771 34.09479
14 102 2004 08330000      161772.0 2004              28   102 -106.8771 34.09479
15 102 2007 08330000      209867.0 2007               0   102 -106.8771 34.09479
16 102 2010 08330000      279791.0 2010               0   102 -106.8771 34.09479
   X08330000
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08313000_102`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  102 2010 08313000        378102 2010               0   102 -106.8771 34.09479
2  102 2003 08313000        176508 2003               1   102 -106.8771 34.09479
3  102 2005 08313000        527681 2005               0   102 -106.8771 34.09479
4  102 2018 08313000        168692 2018               0   102 -106.8771 34.09479
5  102 2011 08313000        211338 2011               0   102 -106.8771 34.09479
6  102 2004 08313000        228411 2004              28   102 -106.8771 34.09479
7  102 2016 08313000        283277 2016               0   102 -106.8771 34.09479
8  102 2015 08313000        279697 2015               0   102 -106.8771 34.09479
9  102 2012 08313000        208631 2012              21   102 -106.8771 34.09479
10 102 2008 08313000        482767 2008               0   102 -106.8771 34.09479
11 102 2013 08313000        178249 2013               0   102 -106.8771 34.09479
12 102 2017 08313000        456827 2017               0   102 -106.8771 34.09479
13 102 2014 08313000        220387 2014               0   102 -106.8771 34.09479
14 102 2007 08313000        280972 2007               0   102 -106.8771 34.09479
15 102 2009 08313000        383774 2009               0   102 -106.8771 34.09479
16 102 2006 08313000        209728 2006               0   102 -106.8771 34.09479
   X08313000
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08319000_102`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  102 2017 08319000        448128 2017               0   102 -106.8771 34.09479
2  102 2013 08319000        170389 2013               0   102 -106.8771 34.09479
3  102 2008 08319000        436009 2008               0   102 -106.8771 34.09479
4  102 2006 08319000        200232 2006               0   102 -106.8771 34.09479
5  102 2015 08319000        258376 2015               0   102 -106.8771 34.09479
6  102 2005 08319000        512981 2005               0   102 -106.8771 34.09479
7  102 2007 08319000        258113 2007               0   102 -106.8771 34.09479
8  102 2016 08319000        270626 2016               0   102 -106.8771 34.09479
9  102 2004 08319000        214643 2004              28   102 -106.8771 34.09479
10 102 2009 08319000        369936 2009               0   102 -106.8771 34.09479
11 102 2010 08319000        349744 2010               0   102 -106.8771 34.09479
12 102 2012 08319000        189871 2012              21   102 -106.8771 34.09479
13 102 2011 08319000        214493 2011               0   102 -106.8771 34.09479
14 102 2018 08319000        150212 2018               0   102 -106.8771 34.09479
15 102 2003 08319000        153040 2003               1   102 -106.8771 34.09479
16 102 2014 08319000        199067 2014               0   102 -106.8771 34.09479
   X08319000
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08329918_102`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  102 2011 08329918        140074 2011               0   102 -106.8771 34.09479
2  102 2018 08329918        109050 2018               0   102 -106.8771 34.09479
3  102 2014 08329918        159507 2014               0   102 -106.8771 34.09479
4  102 2012 08329918        131069 2012              21   102 -106.8771 34.09479
5  102 2007 08329918        222841 2007               0   102 -106.8771 34.09479
6  102 2005 08329918         16316 2005               0   102 -106.8771 34.09479
7  102 2010 08329918        299849 2010               0   102 -106.8771 34.09479
8  102 2016 08329918        232712 2016               0   102 -106.8771 34.09479
9  102 2008 08329918        422477 2008               0   102 -106.8771 34.09479
10 102 2013 08329918        144196 2013               0   102 -106.8771 34.09479
11 102 2015 08329918        221762 2015               0   102 -106.8771 34.09479
12 102 2003 08329918         43635 2003               1   102 -106.8771 34.09479
13 102 2017 08329918        398897 2017               0   102 -106.8771 34.09479
14 102 2006 08329918        152526 2006               0   102 -106.8771 34.09479
15 102 2004 08329918        173267 2004              28   102 -106.8771 34.09479
16 102 2009 08329918        307729 2009               0   102 -106.8771 34.09479
   X08329918
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08329928_102`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  102 2014 08329928        139292 2014               0   102 -106.8771 34.09479
2  102 2005 08329928        475937 2005               0   102 -106.8771 34.09479
3  102 2011 08329928        129104 2011               0   102 -106.8771 34.09479
4  102 2010 08329928        289413 2010               0   102 -106.8771 34.09479
5  102 2003 08329928         54018 2003               1   102 -106.8771 34.09479
6  102 2016 08329928        208223 2016               0   102 -106.8771 34.09479
7  102 2018 08329928         89425 2018               0   102 -106.8771 34.09479
8  102 2009 08329928        308053 2009               0   102 -106.8771 34.09479
9  102 2008 08329928        423798 2008               0   102 -106.8771 34.09479
10 102 2006 08329928        161445 2006               0   102 -106.8771 34.09479
11 102 2007 08329928        222713 2007               0   102 -106.8771 34.09479
12 102 2013 08329928        131459 2013               0   102 -106.8771 34.09479
13 102 2012 08329928        116762 2012              21   102 -106.8771 34.09479
14 102 2015 08329928        207819 2015               0   102 -106.8771 34.09479
15 102 2004 08329928        174822 2004              28   102 -106.8771 34.09479
16 102 2017 08329928        374154 2017               0   102 -106.8771 34.09479
   X08329928
1      south
2      south
3      south
4      south
5      south
6      south
7      south
8      south
9      south
10     south
11     south
12     south
13     south
14     south
15     south
16     south

$`08330875_102`
    RM year  site_no discharge_sum Year Sum_days_rm_dry RMNum longitude latitude
1  102 2009 08330875      287914.0 2009               0   102 -106.8771 34.09479
2  102 2010 08330875      272168.0 2010               0   102 -106.8771 34.09479
3  102 2018 08330875       72385.6 2018               0   102 -106.8771 34.09479
4  102 2015 08330875      175244.9 2015               0   102 -106.8771 34.09479
5  102 2008 08330875      397893.0 2008               0   102 -106.8771 34.09479
6  102 2012 08330875      102738.2 2012              21   102 -106.8771 34.09479
7  102 2017 08330875      351498.0 2017               0   102 -106.8771 34.09479
8  102 2016 08330875      181598.3 2016               0   102 -106.8771 34.09479
9  102 2006 08330875      152044.0 2006               0   102 -106.8771 34.09479
10 102 2004 08330875      154647.4 2004              28   102 -106.8771 34.09479
11 102 2005 08330875      467313.0 2005               0   102 -106.8771 34.09479
12 102 2013 08330875      115862.7 2013               0   102 -106.8771 34.09479
13 102 2003 08330875       80366.0 2003               1   102 -106.8771 34.09479
14 102 2007 08330875      208110.0 2007               0   102 -106.8771 34.09479
