"","gauge_RM","gauge","RM","deviance","distance"
"476","08330875_99","08330875","99",288.329887050923,100185.874829331
"477","08331160_133","08331160","133",365.626796431691,47349.0499074634
"478","08331160_134","08331160","134",359.01745399471,45902.9179843705
"479","08331160_151","08331160","151",256.221332187224,22300.678472779
"480","08331160_152","08331160","152",185.040785691054,20808.9481902608
"481","08331160_153","08331160","153",212.283037108453,19406.3951665299
"482","08331160_154","08331160","154",211.617028194787,17967.3087147739
"483","08331160_155","08331160","155",300.631383750838,16602.3058574126
"484","08331160_156","08331160","156",308.811983624107,15183.7565931893
"485","08331160_157","08331160","157",324.936880887227,13751.8759277958
"486","08331160_158","08331160","158",384.097276540652,12312.2885389958
"487","08331160_159","08331160","159",392.214789931348,10810.8015529531
"488","08331160_160","08331160","160",377.636709010293,9328.79782482192
"489","08331160_161","08331160","161",374.821478369675,7896.81234062094
"490","08331160_74","08331160","74",275.418460544233,128667.64394776
"491","08331160_75","08331160","75",278.682395994631,126906.45417841
"492","08331160_76","08331160","76",372.100918816343,125404.541720208
"493","08331160_77","08331160","77",383.751542564162,123672.498313666
"494","08331160_78","08331160","78",375.441011073966,122230.802774465
"495","08331160_79","08331160","79",387.37366317675,120707.798215756
"496","08331160_80","08331160","80",384.818917825514,119045.004732387
"497","08331160_81","08331160","81",384.409489951985,117501.687717633
"498","08331160_82","08331160","82",368.96794977253,115667.092836931
"499","08331160_83","08331160","83",384.099602479124,113964.106256342
"500","08331160_84","08331160","84",315.972985053674,112175.192975117
"501","08331160_85","08331160","85",295.161985852528,110363.149961079
"502","08331160_86","08331160","86",281.913733107676,108581.87850271
"503","08331160_87","08331160","87",278.009335545176,106794.859343398
"504","08331160_88","08331160","88",256.956450559116,105306.395385208
"505","08331160_89","08331160","89",250.40246317841,103862.659857511
"506","08331160_90","08331160","90",238.136800735904,102543.578562008
"507","08331160_91","08331160","91",266.413294927741,101430.200527593
"508","08331160_92","08331160","92",273.622498980863,100042.391827591
"509","08331160_93","08331160","93",253.62343261786,98709.2238645728
"510","08331160_94","08331160","94",221.588826702747,97625.5533063835
"511","08331160_95","08331160","95",212.931569347526,96246.1198607217
"512","08331160_96","08331160","96",231.111902246728,94930.1168581863
"513","08331160_97","08331160","97",231.664868066429,93606.1023644939
"514","08331160_98","08331160","98",246.494396140173,92349.0177989236
"515","08331160_99","08331160","99",218.342289811173,91223.706055302
"516","08331510_133","08331510","133",363.557992347458,11106.6376928506
"517","08331510_134","08331510","134",356.996022198974,9691.44596936583
"518","08331510_73","08331510","73",420.900534370474,93760.9370926219
"519","08331510_74","08331510","74",263.736536909014,92235.2490548603
"520","08331510_75","08331510","75",264.787726225733,90466.8763336758
"521","08331510_76","08331510","76",362.822959088538,88955.8619800073
"522","08331510_77","08331510","77",373.631431729591,87220.1196286889
"523","08331510_78","08331510","78",366.916484091894,85777.8177569867
"524","08331510_79","08331510","79",376.079435908126,84254.1898867172
"525","08331510_80","08331510","80",371.894917116124,82590.9145465741
"526","08331510_81","08331510","81",369.215357625481,81048.5910983306
"527","08331510_82","08331510","82",354.52786464235,79213.4756043144
"528","08331510_83","08331510","83",365.914268588731,77511.2977003713
"529","08331510_84","08331510","84",301.278137232819,75721.1893283876
"530","08331510_85","08331510","85",284.480569649196,73909.2056398453
"531","08331510_86","08331510","86",270.68120155746,72127.7393327003
"532","08331510_87","08331510","87",264.988127049812,70341.4408280593
"533","08331510_88","08331510","88",244.095030964415,68853.162167094
"534","08331510_89","08331510","89",231.279154215917,67410.0902489981
"535","08331510_90","08331510","90",213.015251510038,66091.7049767416
"536","08331510_91","08331510","91",232.929618451388,64985.2005276038
"537","08331510_92","08331510","92",244.671252260559,63600.7210910055
"538","08331510_93","08331510","93",233.352521681635,62272.9598272132
"539","08331510_94","08331510","94",204.786415846647,61205.8548702765
"540","08331510_95","08331510","95",208.221367820042,59820.3234278626
"541","08331510_96","08331510","96",228.021850255718,58505.4558811082
"542","08331510_97","08331510","97",223.587121086304,57187.695244029
"543","08331510_98","08331510","98",240.275306978045,55941.9824125743
"544","08331510_99","08331510","99",209.907515420411,54842.1146885999
"545","08354900_100","08354900","100",239.631270417778,20456.8223303156
"546","08354900_101","08354900","101",181.524121725971,19214.4639708749
"547","08354900_102","08354900","102",178.865476585566,18033.3230033406
"548","08354900_103","08354900","103",173.455802199366,16667.5126914819
"549","08354900_104","08354900","104",168.244208183437,15259.7077750121
"550","08354900_105","08354900","105",137.785346669912,13871.5437608446
"551","08354900_57","08354900","57",55.1568002143115,80830.8810871804
"552","08354900_60","08354900","60",81.2652474616466,75985.8873160879
"553","08354900_61","08354900","61",57.8412090968628,75094.8980393438
"554","08354900_62","08354900","62",53.8672077419719,74004.6229550254
"555","08354900_63","08354900","63",143.4294670495,72818.7371098304
"556","08354900_64","08354900","64",143.4294670495,71384.9926583221
"557","08354900_65","08354900","65",127.481575434365,70024.8944133807
"558","08354900_66","08354900","66",123.792222889824,68426.5872170395
"559","08354900_67","08354900","67",123.792222889824,67168.97475683
"560","08354900_68","08354900","68",115.645985896777,65593.6616047706
"561","08354900_69","08354900","69",103.808362709554,64332.2936531343
"562","08354900_70","08354900","70",99.7771956935534,64324.4231209815
"563","08354900_71","08354900","71",99.7771956935534,63715.2263637706
"564","08354900_73","08354900","73",454.555269412738,60533.4211749427
"565","08354900_74","08354900","74",347.400708648557,59124.6596417947
"566","08354900_75","08354900","75",348.346873837401,57448.9036283821
"567","08354900_76","08354900","76",439.796449781603,56099.2416508409
"568","08354900_77","08354900","77",447.227354711493,54486.9229677835
"569","08354900_78","08354900","78",436.992787428151,53087.0574224393
"570","08354900_79","08354900","79",446.109525289305,51618.0778476756
"571","08354900_80","08354900","80",445.532150240414,50115.36065922
"572","08354900_81","08354900","81",444.009722170746,48681.5214500767
"573","08354900_82","08354900","82",424.448744840529,46840.3000307094
"574","08354900_83","08354900","83",439.384492359185,45221.1019282404
"575","08354900_84","08354900","84",368.481984020148,43370.2991837162
"576","08354900_85","08354900","85",333.517797042347,41601.9283031375
"577","08354900_86","08354900","86",315.807951556989,39743.9312439254
"578","08354900_87","08354900","87",311.372101572244,37916.0392891119
"579","08354900_88","08354900","88",298.036898564349,36448.3538833952
"580","08354900_89","08354900","89",290.168212452595,35000.2657182147
"581","08354900_90","08354900","90",279.923131812109,33681.2271083978
"582","08354900_91","08354900","91",292.925562051565,32395.7419380863
"583","08354900_92","08354900","92",286.467703437871,30977.242649149
"584","08354900_93","08354900","93",264.512100521174,29589.2856600963
"585","08354900_94","08354900","94",242.077751867402,28331.7842050106
"586","08354900_95","08354900","95",248.618504360536,27053.5290530032
"587","08354900_96","08354900","96",267.493795002549,25761.8432791688
"588","08354900_97","08354900","97",275.470510332922,24407.7974463363
"589","08354900_98","08354900","98",300.730585071606,23077.4115278618
"590","08354900_99","08354900","99",282.303741512233,21785.8982832135
